time_s,g5_pitch,ahrs_pitch,accel_pitch,raw_accel_pitch,gps_longitudinal_accel_mps2,accel_magnitude_mps2,accel_sample_accepted,accel_sample_age_ms,gps_longitudinal_compensation_valid,error
653.291517,-14.740000,-14.241266,-15.172477,-13.419795,0.080889,9.063820,1,13,1,0.498734
653.482493,-14.490000,-13.983877,-14.249189,-13.766802,0.080889,16.808187,0,49,0,0.506123
653.681581,-14.330000,-13.637266,-14.249189,-13.766802,0.534371,12.234367,0,251,0,0.692734
653.882649,-14.270000,-12.764570,-16.958151,-17.487431,-0.087709,9.085849,1,0,1,1.505430
654.082507,-14.070000,-12.276856,-20.755478,-19.967188,0.134860,12.267882,0,36,0,1.793143
654.280479,-13.800000,-12.211806,-20.291361,-19.379866,0.155028,6.809342,0,100,0,1.588194
654.481597,-13.460000,-13.036962,-23.448072,-20.917404,0.448040,16.835892,0,33,0,0.423038
654.679547,-13.180000,-13.029704,-20.343065,-20.225292,0.051521,4.000885,0,42,0,0.150296
654.882575,-13.160000,-13.139692,-18.923267,-17.373131,-0.425487,13.626659,0,33,0,0.020308
655.082497,-13.200000,-12.881265,-14.954665,-15.490920,-0.090456,8.379791,1,0,1,0.318735
655.281566,-12.730000,-11.918526,-14.531779,-15.932849,-0.103051,12.454808,0,87,0,0.811474
655.487250,-11.980000,-11.048727,-13.934155,-13.706823,0.037605,12.892535,0,23,0,0.931273
655.680725,-11.230000,-10.473362,-17.808397,-16.726637,0.182817,10.487391,1,0,1,0.756638
655.885485,-10.440000,-10.787772,-17.808397,-16.726637,0.067035,16.128540,0,209,0,-0.347773
656.079782,-9.810000,-11.108378,-19.101847,-16.937061,0.241400,19.932911,0,94,0,-1.298378
656.280681,-9.020000,-9.211577,-16.925169,-18.239555,0.321742,17.694872,0,30,0,-0.191577
656.483857,-8.110000,-8.009608,-8.615720,-10.297198,-0.273626,9.761845,1,7,1,0.100391
656.679621,-7.240000,-7.020415,-12.144034,-12.867746,-0.119159,10.526442,1,0,1,0.219585
656.880569,-6.360000,-6.497675,-12.810215,-13.937487,-0.435409,10.926281,1,9,1,-0.137675
657.081549,-5.390000,-3.323631,-12.966976,-11.270763,0.284263,8.839027,1,0,1,2.066369
657.280616,-4.340000,-4.532078,-2.206710,-7.523034,-0.282248,14.090227,0,86,0,-0.192078
657.495731,-3.500000,-4.562949,2.650274,-5.092501,-1.239522,7.176179,0,30,0,-1.062949
657.680609,-2.830000,-4.949040,2.387557,-5.318304,-1.159955,12.155473,0,177,0,-2.119040
657.881822,-2.050000,-4.457809,-0.084856,-7.436900,-0.611241,19.881153,0,125,0,-2.407809
658.080860,-1.130000,-1.984696,-2.009370,-7.865245,-0.916974,8.623197,1,16,1,-0.854696
658.281473,-0.350000,-1.240878,-5.301867,-11.149640,-1.435075,19.893078,0,136,0,-0.890878
658.497686,0.360000,-2.121183,-5.012415,-11.943392,-1.082581,18.846081,0,46,0,-2.481183
658.686645,1.120000,-0.914294,-6.937136,-13.235455,-1.970481,15.732953,0,102,0,-2.034294
658.883716,1.940000,-1.274548,-4.633891,-13.029422,-1.272430,17.175190,0,98,0,-3.214548
659.084771,2.750000,0.133271,-2.837174,-11.606862,-1.611683,14.234122,0,78,0,-2.616729
659.280962,3.500000,0.955360,-2.743911,-8.879945,-0.999751,11.120705,1,15,1,-2.544640
659.493734,4.300000,2.178606,4.446471,-6.485507,-1.815309,11.256368,1,12,1,-2.121394
659.680688,5.110000,4.107878,-0.231423,-7.290501,-2.166036,7.488672,0,33,0,-1.002122
659.888507,5.750000,4.225518,3.658413,-9.246189,-1.846816,5.949082,0,83,0,-1.524482
660.085647,6.160000,4.046621,-0.428505,-10.745540,-1.773712,17.057159,0,65,0,-2.113379
660.279630,6.330000,4.430516,2.516536,-9.264916,-1.899647,9.792805,1,0,1,-1.899484
660.482868,6.350000,4.598334,0.188731,-7.590875,-1.255239,7.830053,0,41,0,-1.751666
660.680453,6.240000,4.208434,0.876259,-5.776259,-1.076560,7.423911,0,38,0,-2.031566
660.881779,6.020000,5.055729,3.394045,-6.498823,-1.752381,7.309284,0,92,0,-0.964271
661.080729,5.760000,4.574320,7.096677,-3.601858,-1.257019,13.978776,0,94,0,-1.185680
661.282472,5.490000,4.745211,2.782762,-2.530159,-0.867571,7.959140,0,21,0,-0.744789
661.493766,5.180000,4.886484,4.470941,-2.531728,-1.123039,2.864606,0,88,0,-0.293516
661.683482,4.840000,5.483140,2.870096,-1.808245,-0.756194,8.657057,1,11,1,0.643140
661.880650,4.550000,5.566020,6.358767,-1.438388,-0.538315,2.634553,0,107,0,1.016020
662.081615,4.250000,5.526009,-0.587331,-3.928400,-0.986999,5.588898,0,59,0,1.276009
662.284837,3.920000,5.213288,-0.671258,-4.354538,-0.562504,9.826713,1,3,1,1.293288
662.480528,3.510000,4.814046,-2.424651,-6.104364,-0.600139,5.580544,0,138,0,1.304046
662.691741,3.040000,4.503017,2.689039,-1.078185,-0.462718,7.272702,0,68,0,1.463017
662.881629,2.680000,4.350092,3.872627,0.432571,-0.552248,9.461887,1,54,1,1.670092
663.080781,2.510000,4.556051,7.103555,3.673685,-0.391076,6.278488,0,124,0,2.046051
663.286639,2.400000,3.087791,6.451747,4.061989,-0.313065,11.621157,0,35,0,0.687791
663.483198,2.420000,3.690467,5.415546,3.505268,-0.313065,10.759351,1,9,1,1.270467
663.681917,2.440000,4.038407,5.136192,3.519447,-0.416630,10.578217,1,7,1,1.598407
663.896518,2.350000,4.235344,6.573049,4.112013,-0.328957,6.660580,0,161,0,1.885344
664.095507,2.210000,5.332832,6.516287,2.761641,-0.221213,12.422791,0,79,0,3.122832
664.282474,2.180000,5.714307,2.473171,1.162650,-0.515675,19.783646,0,43,0,3.534307
664.481616,2.230000,5.848166,-0.643966,0.263473,0.150205,5.818084,0,41,0,3.618165
664.686641,2.290000,6.115407,0.996512,-1.248368,-0.367708,9.048368,1,0,1,3.825408
664.892721,2.370000,5.811011,2.274122,-0.288315,-0.365903,14.463790,0,96,0,3.441011
665.083552,2.490000,6.200819,10.101799,0.596269,-0.009608,12.452538,0,37,0,3.710819
665.281612,2.640000,6.251481,6.745167,1.215827,-0.062733,12.562710,0,61,0,3.611480
665.483628,2.720000,6.160419,2.794446,-0.324736,-0.517539,10.186659,1,0,1,3.440419
665.683480,2.820000,6.150442,-1.150032,-3.960993,-0.503042,16.991133,0,43,0,3.330442
665.906782,2.960000,5.599462,-2.584838,-4.670196,-0.337710,10.231228,1,54,1,2.639462
666.080521,3.090000,4.469064,-3.274955,-4.598132,-0.212990,8.850079,1,11,1,1.379064
666.287642,3.290000,4.121874,2.582434,-2.829625,-0.864826,8.710011,1,0,1,0.831874
666.481770,3.350000,4.292924,-1.153063,-3.350996,-0.346577,11.688233,0,106,0,0.942924
666.681604,3.310000,4.052380,-0.020226,-3.307175,-0.540445,11.037330,1,9,1,0.742380
666.923944,3.270000,4.210821,1.719101,-2.002664,-0.576855,12.219069,0,140,0,0.940821
667.092730,3.200000,5.048951,-1.142792,-1.585704,-0.072930,13.400449,0,35,0,1.848951
667.282474,3.110000,5.848971,1.086392,-1.425484,-0.417294,9.228958,1,10,1,2.738971
667.483499,3.050000,5.323149,1.086392,-1.425484,-0.795485,12.896152,0,211,0,2.273149
667.680526,2.950000,4.506742,1.086392,-1.425484,0.078201,18.278419,0,408,0,1.556742
667.936007,2.850000,4.453603,4.172023,-0.889407,-0.509890,16.943455,0,143,0,1.603603
668.081679,2.550000,4.376205,-0.999467,-2.473457,-0.242287,9.280009,1,0,1,1.826205
668.281611,2.130000,2.598895,0.836637,-0.403779,-0.200772,8.724690,1,2,1,0.468894
668.482589,1.640000,2.007192,2.630592,1.234679,-0.228764,4.499675,0,53,0,0.367192
668.691677,1.190000,1.560365,1.735640,1.362503,-0.062433,7.927770,0,73,0,0.370365
668.939296,0.730000,0.011916,-3.842000,-4.761720,-0.144800,9.364347,1,54,1,-0.718084
669.083523,0.240000,-2.509322,-3.876087,-3.572183,0.049008,10.539024,1,12,1,-2.749322
669.287645,-0.260000,-1.983946,-2.615085,-1.353288,0.200420,4.341289,0,19,0,-1.723946
669.480406,-0.700000,-2.073570,-3.198288,-1.887419,0.204918,5.901337,0,37,0,-1.373570
669.681616,-1.240000,-2.580050,-1.651827,-0.448680,0.187180,3.731131,0,19,0,-1.340050
669.883497,-1.810000,-3.503752,-2.540807,1.150357,0.595583,5.945272,0,47,0,-1.693752
670.081483,-2.420000,-3.617912,-1.733746,1.943048,0.329997,5.824238,0,87,0,-1.197912
670.283478,-3.030000,-4.311275,-3.134381,-1.078228,0.360421,4.703699,0,91,0,-1.281276
670.487506,-3.640000,-5.278812,-3.381559,0.919434,0.702518,6.557818,0,21,0,-1.638812
670.682507,-4.330000,-5.858552,-0.553618,0.783287,0.221785,5.061240,0,36,0,-1.528553
670.883515,-5.020000,-6.270447,-1.580145,2.551528,0.384486,7.430322,0,99,0,-1.250447
671.083503,-5.690000,-7.625054,-1.583665,3.310273,0.808884,10.477001,1,0,1,-1.935054
671.280663,-6.330000,-7.519444,-1.020019,3.871564,0.452342,5.995513,0,186,0,-1.189444
671.487486,-6.950000,-6.345412,-1.020019,3.871564,0.465637,4.806980,0,384,0,0.604588
671.683483,-7.500000,-7.976250,-1.020019,3.871564,0.465660,5.739744,0,592,0,-0.476250
671.880517,-7.980000,-6.719425,-1.823920,1.404102,0.719165,8.282933,0,19,0,1.260575
672.087648,-8.500000,-6.310109,-1.325235,1.311415,0.426652,7.688653,0,20,0,2.189891
672.282561,-9.100000,-5.446094,-0.772191,1.831881,0.345550,2.431542,0,151,0,3.653907
672.482555,-9.670000,-5.676725,-5.030921,-0.596766,0.738947,5.591592,0,54,0,3.993275
672.681613,-10.160000,-6.854798,-5.068448,-4.589253,0.076129,8.088512,0,27,0,3.305202
672.883815,-10.440000,-6.219796,-15.304738,-10.626939,0.778418,7.879758,0,54,0,4.220203
673.087508,-10.610000,-7.062639,-12.915977,-10.500237,0.456985,14.596742,0,59,0,3.547360
673.284650,-10.770000,-8.113507,-13.515015,-10.849655,0.338161,4.990596,0,75,0,2.656493
673.488604,-11.000000,-7.592486,-8.855294,-6.855593,0.339981,7.955286,0,25,0,3.407514
673.692621,-11.290000,-7.072853,-8.876688,-7.445477,0.238170,9.263001,1,3,1,4.217147
673.882761,-11.520000,-7.605654,-7.171847,-7.669906,-0.084564,11.266483,1,12,1,3.914346
674.082657,-11.690000,-7.285506,-4.094635,-4.670560,-0.100266,9.492328,1,0,1,4.404493
674.281723,-11.740000,-9.570844,-3.361681,-3.985944,0.178880,14.769932,0,44,0,2.169156
674.481515,-11.680000,-11.737379,-3.889883,-4.850140,-0.170266,14.515104,0,52,0,-0.057379
674.684644,-11.870000,-10.490642,-5.510537,-5.622888,-0.019529,8.472972,1,9,1,1.379358
674.882559,-12.000000,-8.666898,-7.368687,-7.442132,0.027874,5.809661,0,95,0,3.333102
675.081872,-12.030000,-7.433093,-4.000648,-6.647769,0.282786,7.471576,0,34,0,4.596907
675.280419,-12.070000,-6.082892,-6.656311,-6.889336,-0.180748,15.397234,0,48,0,5.987108
675.488650,-12.180000,-8.277315,-9.268312,-6.982194,0.393811,13.354143,0,32,0,3.902685
675.687726,-12.390000,-8.812695,-8.580203,-8.961898,0.026987,6.458642,0,32,0,3.577306
675.885772,-12.560000,-8.419257,-11.721567,-10.505237,-0.003881,12.919580,0,54,0,4.140743
676.087703,-12.630000,-9.511651,-10.341730,-10.364012,0.171533,11.734065,0,145,0,3.118349
676.280683,-12.710000,-9.388132,-10.502932,-10.678267,-0.044884,4.255215,0,83,0,3.321868
676.482466,-12.830000,-8.183014,-12.232800,-9.491531,0.451636,12.053096,0,23,0,4.646986
676.680434,-12.960000,-6.658917,-10.590912,-11.079828,0.147027,9.439431,1,10,1,6.301083
676.881670,-13.130000,-5.062732,-14.856041,-12.398582,0.115584,6.520557,0,87,0,8.067268
677.082752,-13.300000,-5.322458,-14.856041,-12.398582,0.130281,12.286275,0,290,0,7.977542
677.293645,-13.500000,-4.968268,-13.778260,-12.983066,0.066589,5.533673,0,161,0,8.531733
677.482481,-13.710000,-6.371485,-11.841235,-11.078012,0.124853,13.639314,0,31,0,7.338515
677.680415,-13.900000,-6.942444,-10.117807,-9.351201,0.119199,6.136641,0,119,0,6.957555
677.880429,-14.150000,-6.040721,-13.765775,-10.156049,0.609797,12.123992,0,86,0,8.109278
678.080415,-14.350000,-7.021085,-11.516287,-10.488867,0.171566,11.146050,1,12,1,7.328916
678.281527,-14.430000,-6.628397,-11.694611,-11.338039,0.059712,11.339363,0,61,0,7.801604
678.480601,-14.380000,-6.211241,-14.808404,-13.401203,0.242235,12.786448,0,24,0,8.168758
678.680473,-14.150000,-5.309723,-14.084450,-11.872233,0.903093,7.600580,0,29,0,8.840277
678.881556,-13.700000,-5.588613,-14.564440,-11.559737,0.499818,8.741663,1,15,1,8.111387
679.094505,-13.140000,-4.648866,-18.494675,-13.407225,0.841612,8.378370,1,12,1,8.491135
679.286507,-12.680000,-3.745941,-16.246145,-11.381206,1.000044,14.355918,0,41,0,8.934059
679.482562,-12.310000,-3.259334,-16.549551,-11.963371,0.798020,17.557528,0,100,0,9.050667
679.680418,-11.800000,-3.529555,-15.658354,-12.358328,1.454959,19.176159,0,80,0,8.270445
679.886648,-11.250000,-1.869908,-15.658354,-12.358328,0.906104,13.129312,0,279,0,9.380093
680.080651,-10.710000,-3.019380,-21.189453,-15.176508,1.091554,9.928720,1,66,1,7.690620
680.283630,-10.140000,-0.870242,-19.777933,-13.730022,1.148595,6.360929,0,136,0,9.269758
680.482630,-9.530000,-0.767813,-21.946316,-14.554620,1.333276,17.211836,0,34,0,8.762187
680.689505,-8.920000,-0.566838,-17.803526,-13.776497,2.022018,15.852828,0,30,0,8.353163
680.894508,-8.200000,-0.663064,-17.818901,-13.828806,0.699935,8.821644,1,9,1,7.536935
681.110057,-7.530000,-0.660020,-17.818901,-13.828806,1.149458,12.328167,0,240,0,6.869980
681.280601,-6.910000,-2.133358,-21.068550,-14.455096,0.868299,14.635741,0,25,0,4.776642
681.481749,-6.390000,-2.008871,-18.064137,-13.078511,0.868299,18.799694,0,29,0,4.381128
681.680620,-5.810000,-1.927964,-18.064137,-13.078511,1.185173,18.417578,0,229,0,3.882036
681.881566,-5.090000,-2.206847,-20.915171,-14.225698,0.615252,15.107476,0,48,0,2.883153
682.082727,-4.190000,-1.101403,-20.915171,-14.225698,0.576175,19.113678,0,247,0,3.088597
682.285627,-3.360000,0.564697,-15.904737,-14.370105,0.266168,18.721510,0,54,0,3.924697
682.485724,-2.590000,1.734081,-16.536669,-14.978787,0.357168,19.887098,0,95,0,4.324080
682.682474,-1.890000,2.606032,-14.563976,-12.490277,0.073145,17.773287,0,66,0,4.496032
682.894673,-1.290000,2.911386,-11.323989,-12.310219,0.242733,18.968393,0,94,0,4.201386
683.081533,-0.760000,3.079674,-9.685705,-11.411473,-0.361471,16.961037,0,71,0,3.839674
683.280592,-0.450000,2.569511,-9.685705,-11.411473,-0.065214,15.189753,0,266,0,3.019511
683.481686,-0.200000,2.366686,-10.167630,-10.542962,-0.463951,13.731319,0,180,0,2.566686
683.684492,-0.020000,1.502711,-4.373421,-6.586144,-0.375257,11.280418,1,0,1,1.522711
683.883646,0.030000,1.872327,-4.667415,-7.407981,-0.463876,8.620090,1,0,1,1.842327
684.082860,0.130000,2.124787,-4.667415,-7.407981,-0.238388,14.231226,0,215,0,1.994787
684.283156,0.390000,2.016689,-7.185328,-8.588317,-0.583884,8.107562,0,125,0,1.626689
684.481485,0.720000,2.120378,-4.152796,-6.880092,-0.454697,9.133805,1,0,1,1.400378
684.680615,1.010000,1.856678,-8.298470,-9.515645,-0.204993,13.487913,0,19,0,0.846678
684.880445,1.370000,2.236549,-3.870191,-7.910629,-0.293766,16.124626,0,52,0,0.866549
685.123814,1.830000,2.960295,-2.965979,-6.076242,-0.511603,8.539666,1,74,1,1.130295
685.293510,2.120000,3.764491,-1.234349,-5.911367,-0.305977,15.595755,0,37,0,1.644491
685.486484,2.180000,4.019446,-3.133385,-4.964502,-0.654462,7.040517,0,179,0,1.839446
685.680386,2.200000,3.350699,-3.873985,-6.034600,-0.854114,16.934467,0,37,0,1.150699
685.889506,2.140000,3.238894,0.052948,-5.378657,-0.572100,12.210458,0,128,0,1.098893
686.108952,2.200000,3.114613,0.716945,-5.538572,-0.991386,10.728461,1,53,1,0.914613
686.283166,2.250000,3.995700,4.801342,-3.131060,-1.280317,7.683683,0,17,0,1.745700
686.481724,2.290000,4.308579,-2.238431,-2.602906,-0.060024,17.255861,0,49,0,2.018579
686.680385,2.180000,3.921669,-0.388736,-3.656809,-0.544834,10.157625,1,14,1,1.741668
686.882578,1.920000,2.980612,-0.388736,-3.656809,-0.544834,12.352489,0,204,0,1.060612
687.119752,1.680000,2.666678,-0.757090,-4.368681,-0.332243,7.647567,0,77,0,0.986678
687.283502,1.540000,1.843306,-0.044893,-4.306951,-0.714208,9.725369,1,8,1,0.303306
687.481090,1.390000,0.771266,-6.115836,-3.065959,0.507920,12.834132,0,74,0,-0.618734
687.680662,1.220000,1.316952,-0.199155,-4.175996,-0.420246,10.005837,1,8,1,0.096951
687.880459,1.030000,0.553822,-0.127672,-2.670344,0.082625,15.864755,0,146,0,-0.476178
688.179655,1.010000,1.081100,1.418102,-0.920350,-0.159570,14.408482,0,126,0,0.071100
688.293507,1.020000,0.749989,1.418102,-0.920350,-0.498912,7.312188,0,228,0,-0.270011
688.482818,1.000000,0.054152,3.841850,0.747784,-0.498912,10.021768,1,8,1,-0.945848
688.686510,1.070000,0.084556,4.009977,3.081825,-0.514011,10.357501,1,14,1,-0.985444
688.885762,1.140000,-0.316932,6.253173,3.934971,-0.383086,10.657762,1,0,1,-1.456932
689.143940,1.160000,-0.636630,4.466627,2.067247,-0.066126,13.413883,0,100,0,-1.796630
689.281506,1.200000,-0.370316,3.180568,2.762089,-0.349756,20.105091,0,93,0,-1.570316
689.481413,1.280000,0.720021,3.180568,2.762089,-0.349756,15.844777,0,292,0,-0.559978
689.684188,1.390000,0.693864,1.351961,0.082802,-0.530978,10.262603,1,5,1,-0.696136
689.880595,1.420000,0.950755,2.527586,-0.889787,-0.220467,15.381437,0,68,0,-0.469245
690.080380,1.360000,1.485078,2.527586,-0.889787,-0.520512,11.966599,0,270,0,0.125078
690.296506,1.240000,-0.160031,2.527586,-0.889787,-0.380993,4.656108,0,487,0,-1.400031
690.486524,1.160000,-0.157359,2.554353,0.205299,-0.380993,11.292875,1,12,1,-1.317359
690.682550,1.110000,-0.646620,0.405794,-1.077057,-0.341322,12.810067,0,153,0,-1.756620
690.880415,1.020000,-0.679965,0.320553,0.123434,-0.032742,6.090226,0,52,0,-1.699965
691.081481,0.910000,-1.338723,0.795059,0.563684,-0.038321,9.832789,1,0,1,-2.248723
691.282654,0.790000,-1.903349,-0.892188,-1.912007,-0.170548,8.986590,1,0,1,-2.693349
691.481420,0.660000,-1.698507,0.171550,-1.350675,-0.254145,9.136605,1,15,1,-2.358507
691.681881,0.530000,-1.636140,-1.206420,-1.625731,-0.053943,5.408472,0,57,0,-2.166140
691.888634,0.430000,-1.788046,1.285554,-0.104094,-0.231630,8.317417,1,11,1,-2.218045
692.084765,0.300000,-1.244506,1.012293,1.735173,0.118771,8.928135,1,7,1,-1.544506
692.281801,0.150000,-0.946395,-0.142940,-0.040487,0.016444,6.215258,0,30,0,-1.096395
692.482654,-0.090000,-0.134605,1.583208,0.708148,-0.141013,16.352245,0,104,0,-0.044605
692.682552,-0.340000,-0.920040,1.774260,1.139824,-0.103226,11.950582,0,109,0,-0.580040
692.881857,-0.600000,-0.219079,-0.302603,0.598905,-0.051632,6.092336,0,54,0,0.380921
693.080676,-0.860000,-1.255272,-2.085923,-0.443957,0.273018,10.852434,1,12,1,-0.395272
693.281827,-1.150000,-1.767699,2.874627,3.203234,0.055484,4.759936,0,37,0,-0.617699
693.485663,-1.370000,-1.691975,-1.842587,-0.689027,0.186561,12.280725,0,36,0,-0.321975
693.682553,-1.610000,-1.899983,-3.717954,-2.165411,0.253008,10.145429,1,10,1,-0.289983
693.881898,-1.860000,-2.947647,-5.017072,-2.520079,0.271517,12.820926,0,76,0,-1.087647
694.086645,-2.190000,-3.809685,-6.071349,-4.392809,0.039365,20.128431,0,146,0,-1.619685
694.283150,-2.530000,-4.140268,-8.239939,-5.786615,0.401797,9.845881,1,0,1,-1.610268
694.485838,-2.870000,-3.887193,-8.239939,-5.786615,0.120209,11.776414,0,205,0,-1.017193
694.680750,-3.090000,-4.140411,-5.080942,-3.799040,0.882669,4.285097,0,37,0,-1.050411
694.882650,-3.280000,-3.589614,-3.213938,-3.585670,0.493599,13.449084,0,21,0,-0.309614
695.081486,-3.580000,-5.078741,-6.235721,-3.232320,0.490267,9.996579,1,15,1,-1.498741
695.282552,-3.830000,-4.495660,-6.202984,-3.183318,0.134791,12.961487,0,159,0,-0.665660
695.481577,-4.100000,-4.175174,-7.660477,-5.455176,0.353835,6.550151,0,59,0,-0.075174
695.680670,-4.320000,-6.001133,-4.611631,-6.198688,0.497251,8.545658,1,14,1,-1.681133
695.884651,-4.590000,-4.619258,-10.384103,-11.024601,0.301851,5.573410,0,16,0,-0.029258
696.081498,-4.870000,-3.761170,-8.462453,-9.669233,-0.022526,5.884356,0,24,0,1.108830
696.285193,-5.190000,-3.860180,-11.429266,-11.569093,-0.083046,12.726212,0,155,0,1.329820
696.485656,-5.610000,-3.182825,-14.572306,-11.596752,0.480468,8.347676,1,3,1,2.427176
696.690743,-6.090000,-4.945692,-2.475287,-4.277447,0.186659,10.187729,1,3,1,1.144308
696.884508,-6.520000,-5.386135,-8.125036,-6.944252,-0.193540,12.133536,0,21,0,1.133865
697.083479,-6.880000,-6.043730,-2.187445,-4.082509,-0.302229,11.264671,1,5,1,0.836270
697.280388,-7.250000,-8.431375,-6.285905,-3.593357,0.433279,12.395184,0,79,0,-1.181375
697.482898,-7.600000,-7.864112,-6.285905,-3.593357,-0.083354,19.242931,0,277,0,-0.264112
697.680393,-7.930000,-8.108350,-2.331007,-1.951043,0.142061,7.313074,0,37,0,-0.178350
697.880749,-8.280000,-7.949449,-8.123207,-7.805863,0.074739,5.910174,0,40,0,0.330551
698.082628,-8.660000,-8.169040,-10.221241,-6.701371,0.551025,8.823773,1,0,1,0.490960
698.280493,-9.140000,-7.912068,-10.221241,-6.701371,0.482464,6.249851,0,191,0,1.227932
698.480807,-9.570000,-8.377567,-10.221241,-6.701371,0.145488,17.768898,0,400,0,1.192432
698.680389,-9.980000,-9.311413,-8.557522,-9.657734,-0.057612,9.561159,1,14,1,0.668587
698.886639,-10.370000,-9.279443,-11.999144,-10.452942,-0.018773,6.021339,0,63,0,1.090557
699.081431,-10.700000,-9.511847,-8.088561,-10.836212,-0.439249,8.656043,1,8,1,1.188153
699.280380,-10.960000,-8.441500,-10.967328,-10.922509,-0.530923,9.580550,1,53,1,2.518500
699.487436,-11.330000,-9.200367,-7.686928,-9.774661,-0.345390,12.591124,0,28,0,2.129633
699.682505,-11.850000,-9.641171,-8.583290,-12.459418,-0.622354,8.562123,1,0,1,2.208829
699.882561,-12.410000,-9.945478,-10.412185,-15.319958,-0.298653,6.164146,0,31,0,2.464521
700.081302,-12.750000,-8.683810,-12.799894,-16.991602,-0.679670,9.260399,1,11,1,4.066190
700.288507,-12.840000,-7.408972,-13.345586,-17.505741,-0.283597,8.409268,1,53,1,5.431028
700.482653,-12.930000,-6.213840,-14.870726,-15.812613,-0.153449,12.581013,0,49,0,6.716161
700.680600,-12.930000,-4.910412,-13.760036,-14.686160,-0.215989,6.506594,0,34,0,8.019588
700.881573,-12.730000,-4.417295,-11.608250,-13.608542,-0.330763,6.927339,0,53,0,8.312704
701.081339,-12.490000,-4.718284,-11.721828,-14.334704,-0.148971,9.305624,1,2,1,7.771716
701.300219,-12.470000,-4.301704,-11.476262,-12.371822,0.027893,8.504437,1,53,1,8.168297
701.491650,-12.480000,-2.780023,-9.363674,-11.966237,-0.425937,8.930413,1,12,1,9.699976
701.681479,-12.200000,-2.661953,-11.463596,-11.881904,-0.069948,6.472366,0,49,0,9.538046
701.880615,-11.940000,-3.105838,-11.339776,-12.918171,-0.265141,13.212446,0,43,0,8.834162
702.081307,-12.020000,-2.437949,-13.149928,-13.183989,-0.005704,9.012992,1,9,1,9.582051
702.320150,-12.290000,-3.417755,-12.263329,-12.815457,-0.053017,9.320740,1,53,1,8.872245
702.483644,-12.380000,-2.862729,-13.934047,-14.249257,-0.053017,8.963545,1,0,1,9.517271
702.688575,-12.430000,-2.467414,-12.231184,-12.923578,-0.427749,8.197498,0,84,0,9.962586
702.880381,-12.600000,-2.616750,-9.195871,-11.603493,-0.414776,10.449745,1,17,1,9.983250
703.083703,-12.620000,-3.126612,-14.598537,-13.687660,0.161372,10.567547,1,0,1,9.493387
703.333284,-12.500000,-3.991598,-11.509744,-12.667928,-0.125366,13.040216,0,107,0,8.508402
703.480380,-12.520000,-2.345787,-7.912292,-8.638919,-0.125366,13.018670,0,35,0,10.174213
703.686638,-12.590000,-2.750704,-8.482845,-4.751761,0.639303,11.677773,0,14,0,9.839296
703.887632,-12.620000,-3.421659,-6.314801,-5.202754,0.189342,7.921173,0,31,0,9.198341
704.080606,-12.620000,-2.804998,-8.415303,-4.894433,0.585296,9.078645,1,0,1,9.815001
704.384874,-12.480000,-3.580685,-7.031170,-3.268180,0.269384,14.668159,0,170,0,8.899315
704.482656,-12.310000,-3.816775,-5.324718,-3.725641,0.269384,13.422798,0,28,0,8.493226
704.680381,-12.270000,-3.532131,-7.142610,-4.672812,1.051962,8.323416,1,11,1,8.737869
704.880392,-12.600000,-3.459246,-10.235205,-4.163246,1.012951,10.709800,1,0,1,9.140755
705.086742,-13.040000,-4.269169,-10.474879,-6.831876,0.649001,15.318749,0,29,0,8.770831
705.282512,-13.460000,-4.406392,-13.611098,-8.414606,0.862306,8.310628,1,12,1,9.053608
705.483123,-13.640000,-5.221915,-10.603539,-8.812008,0.291888,4.975760,0,35,0,8.418085
705.685635,-13.680000,-6.098518,-11.637396,-7.389348,0.693489,8.453158,1,0,1,7.581482
705.880595,-13.740000,-7.136718,-13.183485,-9.100379,0.689682,10.944326,1,0,1,6.603282
706.080393,-13.910000,-7.475185,-13.603250,-10.693488,0.613612,8.103191,0,66,0,6.434815
706.282559,-13.720000,-7.273143,-10.265072,-10.737123,-0.080114,8.996090,1,0,1,6.446857
706.481509,-13.190000,-7.535528,-13.910168,-10.507507,0.597015,12.680771,0,55,0,5.654471
706.696506,-12.570000,-6.650604,-13.058051,-10.365849,0.170002,3.677301,0,118,0,5.919395
706.884632,-11.970000,-6.113392,-14.975858,-12.746281,0.383160,8.836246,1,0,1,5.856608
707.080487,-11.380000,-5.666109,-15.163448,-12.537529,0.450652,10.378778,1,16,1,5.713892
707.288634,-10.690000,-5.266893,-14.323731,-12.764740,0.268401,10.988549,1,0,1,5.423106
707.480388,-9.960000,-4.890311,-12.959943,-9.394348,0.604674,16.072678,0,35,0,5.069689
707.680379,-9.340000,-4.251499,-10.173262,-7.932616,0.377059,13.460111,0,32,0,5.088501
707.883155,-8.660000,-3.059306,-10.303460,-9.025372,0.218237,14.909357,0,36,0,5.600694
708.080383,-8.020000,-2.292785,-9.240865,-8.556501,0.118102,13.058761,0,83,0,5.727215
708.281374,-7.410000,-2.207922,-8.708980,-7.951654,0.129539,19.949310,0,78,0,5.202078
708.487505,-6.780000,-3.110355,-8.708980,-7.951654,-0.119255,18.593348,0,280,0,3.669646
708.682489,-6.240000,-2.657300,-3.568526,-5.534879,-0.327428,17.353521,0,31,0,3.582699
