time_s,g5_roll,ahrs_roll,gps_turn_rate_bank_deg,g5_slip_raw,mag_turn_rate_bank_deg,yaw_gyro_turn_rate_bank_deg,fused_turn_rate_bank_deg,accel_roll_deg,roll_correction_target_deg,magnetic_roll_deg,magnetic_roll_innovation_deg,magnetic_roll_disagreement_deg,magnetic_roll_valid,error
174.083790,-10.060000,-11.495239,-12.908470,nan,-5.506219,-18.870512,-12.908470,-10.074450,-12.908470,-2.677870,8.817369,7.451119,1,-1.435239
174.292508,-8.550000,-10.601275,-12.419522,nan,-9.732380,-19.204857,-12.419522,-10.074450,-12.419522,-1.120237,9.481039,6.242806,1,-2.051275
174.487730,-7.130000,-11.406024,-11.516259,nan,-20.892157,-18.474991,-15.073414,-7.521369,-15.073413,-0.618287,10.787737,4.993092,1,-4.276024
174.682475,-5.750000,-12.108824,-11.231834,nan,-34.020844,-18.058908,-13.895218,-6.658460,-13.895218,0.336925,12.445749,7.527147,1,-6.358824
174.882477,-4.130000,-10.988503,-10.341579,nan,-23.002581,-19.016262,-10.341579,-6.359622,-10.341579,2.594982,13.583485,7.224535,1,-6.858502
175.092805,-2.730000,-9.734485,-9.522966,nan,-19.018042,-19.267473,-9.522966,-5.004449,-9.522966,3.725321,13.459806,5.831400,1,-7.004485
175.286786,-1.660000,-9.087704,-8.633824,nan,-18.232723,-18.974386,-8.633824,-5.718513,-8.633824,5.512521,14.600225,6.560536,1,-7.427704
175.481959,-1.040000,-8.644892,-8.144972,nan,-4.784772,-17.804071,-8.144972,-6.295828,-8.144972,4.864335,13.509227,3.400282,1,-7.604892
175.680448,-0.490000,-8.377992,-6.568151,nan,-12.506017,-15.931194,-7.349792,-6.295828,-7.349792,6.270668,14.648659,6.806835,1,-7.887992
175.882569,-0.130000,-8.371430,-5.932910,nan,7.840922,-14.247256,-6.568151,-16.534887,-6.568152,6.313025,14.684456,4.524631,1,-8.241430
176.083484,-0.150000,-8.851061,-5.062097,nan,-3.129186,-13.015817,-5.467426,-14.230103,-5.467426,6.567769,15.418829,6.269843,1,-8.701061
176.280429,-0.490000,-8.297595,-4.236610,nan,5.342522,-10.277865,-10.002690,-12.351483,-10.002690,6.039063,14.336658,5.478998,1,-7.807595
176.485842,-0.800000,-6.988791,-3.859668,nan,-0.977454,-9.200526,-10.060893,-15.503061,-10.060893,6.159540,13.148331,5.583830,1,-6.188790
176.681539,-0.970000,-7.055565,-2.709528,nan,4.986951,-8.624364,-2.709528,-15.397758,-2.709528,6.170481,13.226046,6.664206,1,-6.085565
176.881571,-1.190000,-6.790253,-2.265903,nan,-10.378777,-7.698297,-2.265903,-15.397758,-2.265903,3.762826,10.553080,4.362038,1,-5.600253
177.081548,-1.240000,-7.919239,-1.874673,nan,1.112841,-6.765519,-1.874673,-15.175607,-1.874673,5.995011,13.914249,7.320835,1,-6.679239
177.280408,-1.620000,-6.113638,-1.615085,nan,1.074249,-5.958791,-7.063622,-13.621341,-7.063622,4.019038,10.132675,4.177154,1,-4.493638
177.483672,-2.010000,-6.507670,-1.485651,nan,11.080754,-1.789812,-5.008247,-8.806490,-5.008247,5.041905,11.549576,6.121871,1,-4.497670
177.683494,-2.060000,-6.564746,-1.033465,nan,2.483790,-1.779764,-1.033465,-5.739138,-1.033465,4.535450,11.100197,6.832535,1,-4.504746
177.885781,-1.840000,-5.762967,-0.940072,nan,5.014317,-0.773711,-0.940072,-6.831002,-0.940072,4.954706,10.717672,6.044642,1,-3.922966
178.082779,-1.520000,-5.963838,-0.966087,nan,7.158445,-0.872175,-2.356984,-3.477243,-2.356984,5.950918,11.914757,6.506338,1,-4.443838
178.284635,-1.090000,-5.698622,-0.907262,nan,6.528983,-0.132032,-2.007309,-2.750118,-2.007309,5.264656,10.963278,5.448256,1,-4.608622
178.480644,-1.220000,-5.705633,-0.802448,nan,1.994022,0.637450,-0.802448,-3.895212,-0.802448,5.000649,10.706283,5.001786,1,-4.485633
178.684655,-1.660000,-5.418154,-0.792559,nan,10.247546,2.113125,-0.892867,-1.832385,-0.892867,5.039318,10.457472,4.606533,1,-3.758154
178.881583,-1.990000,-4.578156,-0.567816,nan,2.028548,2.745289,-1.171484,-1.509170,-1.171484,4.944803,9.522960,5.752425,1,-2.588156
179.082551,-1.920000,-4.232752,-0.641277,nan,7.719937,3.249310,-0.641277,-0.220373,-0.641277,4.771588,9.004341,4.377564,1,-2.312752
179.281865,-0.990000,-1.937136,-0.346953,nan,10.126389,1.236181,-0.346953,-0.220373,-0.346953,6.329961,8.267097,5.436490,1,-0.947136
179.487392,0.640000,-0.808373,-0.173916,nan,20.191858,-0.342805,-0.718615,-1.361746,-0.718615,8.764232,9.572605,3.335927,1,-1.448373
179.680755,2.550000,0.766340,0.362424,nan,6.667612,-4.143350,0.033437,-1.361746,0.033437,10.421858,9.655518,4.664262,1,-1.783660
179.889636,4.260000,1.956207,0.754900,nan,20.404612,-7.096996,0.754900,-3.116484,0.754900,12.936863,10.980657,3.844814,1,-2.303793
180.086510,5.800000,3.384652,1.400632,nan,21.808710,-7.469750,1.400632,-3.116484,1.400632,15.199524,11.814873,3.558414,1,-2.415349
180.282492,7.150000,4.165794,1.956767,nan,18.059464,-8.045749,-0.563151,-6.299796,-0.563151,16.794319,12.628525,3.750696,1,-2.984206
180.500369,8.690000,5.499935,2.598092,nan,21.325279,-7.106185,2.317340,-6.399063,2.317340,18.609936,13.110001,4.676174,1,-3.190064
180.685641,10.260000,6.357000,3.706841,nan,27.716619,-6.556806,1.382322,-5.811300,1.382322,21.775419,15.418419,3.337246,1,-3.903000
180.885638,11.650000,7.586431,4.784163,nan,36.006195,-7.252494,2.111015,-6.682869,2.111015,23.414841,15.828410,2.713163,1,-4.063569
181.082592,12.560000,8.026440,5.596500,nan,26.276604,-7.020468,3.209369,-5.967828,3.209369,23.845930,15.819490,1.186424,1,-4.533561
181.281883,13.280000,9.348572,6.631457,nan,31.182266,-6.538223,6.163737,-8.447213,6.163737,25.290352,15.941780,2.827074,1,-3.931428
181.501354,13.840000,9.872056,7.087114,nan,27.593699,-4.747519,5.161745,-4.813422,5.161745,26.236523,16.364468,2.150404,1,-3.967944
181.693625,14.060000,8.561413,8.239508,nan,30.982964,-2.060919,6.512802,-1.650505,6.512802,26.290146,17.728733,2.173361,1,-5.498588
181.884777,14.250000,8.216363,9.007484,nan,-2.346595,-0.563968,8.239508,0.792244,8.239508,22.925739,14.709376,3.634647,1,-6.033637
182.083802,14.060000,8.583014,9.811000,nan,18.125563,1.866992,9.058307,-0.724179,9.058307,24.114916,15.531901,3.232471,1,-5.476986
182.281899,13.610000,10.062039,10.096018,nan,24.715677,1.348237,10.096018,-9.052238,10.096018,25.426886,15.364846,1.686010,1,-3.547960
182.523887,13.400000,10.277833,10.759521,nan,13.420689,2.987995,11.004774,-9.052238,11.004774,25.677902,15.400069,2.573917,1,-3.122167
182.686508,13.240000,10.681610,11.894314,nan,4.582147,5.369691,10.885303,-2.522529,10.885303,22.202459,11.520849,0.233976,1,-2.558390
182.882860,13.010000,10.189160,12.172938,nan,10.216503,6.679661,12.172938,-0.349586,12.172938,24.029472,13.840312,1.016762,1,-2.820840
183.088637,12.960000,11.275482,12.198636,nan,20.117556,6.075312,11.638686,-1.399876,11.638686,24.969545,13.694063,2.736296,1,-1.684518
183.284511,13.080000,11.087981,12.726491,nan,14.373809,5.848481,12.726491,-0.329775,12.726491,25.275528,14.187547,2.069901,1,-1.992019
183.544287,13.270000,11.760600,11.975542,nan,15.096599,5.312757,11.209148,-3.667624,11.209148,24.376783,12.616183,1.868713,1,-1.509400
183.681628,13.330000,11.521621,13.013451,nan,7.227728,6.030402,13.013451,-2.871386,13.013451,24.101706,12.580085,2.622120,1,-1.808379
183.881571,13.250000,11.864686,12.993689,nan,9.280369,6.812415,12.993689,-8.581585,12.993689,23.868383,12.003697,1.609381,1,-1.385314
184.081587,13.280000,12.440451,12.952757,nan,5.787677,8.103739,12.952757,-7.246361,12.952757,23.243095,10.802645,2.092724,1,-0.839549
184.281574,13.860000,11.894697,13.352134,nan,19.701927,9.120683,13.352134,-5.917703,13.352133,25.395393,13.500696,0.467674,1,-1.965302
184.481585,13.940000,11.305093,13.330420,nan,13.047835,10.197170,10.344773,-7.464118,10.344773,25.266525,13.961432,3.694498,1,-2.634907
184.685550,13.870000,11.365789,13.573185,nan,15.768713,10.014375,13.573185,-9.323059,13.573184,25.306911,13.941122,0.006401,1,-2.504210
184.882569,13.710000,11.660346,13.532308,nan,14.564260,10.438286,13.532308,-11.695622,13.532308,25.104500,13.444154,2.878168,1,-2.049654
185.080749,13.540000,11.365737,13.923984,nan,9.363457,9.509451,13.923984,-11.695622,13.923984,25.008717,13.642980,0.846203,1,-2.174263
185.280752,13.340000,11.041525,14.303307,nan,-0.497902,10.577678,14.303307,-9.616164,14.303307,22.603781,11.562256,1.242039,1,-2.298475
185.486861,13.350000,10.932743,14.242951,nan,-18.349840,10.585728,14.242951,-12.500513,14.242952,21.117153,10.184410,2.762737,1,-2.417257
185.683483,13.170000,11.264062,13.983475,nan,13.786322,11.284136,9.345356,-11.595297,9.345356,23.622698,12.358636,0.069826,1,-1.905938
185.885493,13.130000,10.558725,14.134725,nan,21.148302,13.224627,14.134725,-15.263856,14.134725,24.640688,14.081963,1.740864,1,-2.571275
186.081572,13.010000,10.838974,14.020590,nan,9.982904,13.080388,14.020590,-13.665624,14.020590,23.390896,12.551922,2.017405,1,-2.171026
186.282158,12.980000,10.427079,14.235957,nan,9.882314,14.439698,14.235957,-12.742681,14.235957,23.427408,13.000329,2.623718,1,-2.552920
186.481486,12.880000,11.121590,14.388198,nan,-1.277920,13.665967,14.388198,-12.742681,14.388197,23.299156,12.177567,6.042135,1,-1.758410
186.680408,12.690000,11.314944,14.602465,nan,-12.457324,12.751041,14.602465,-18.008062,14.602465,21.071724,9.756780,0.528332,1,-1.375055
186.880524,12.730000,11.224068,14.520102,nan,1.329280,12.961255,8.920720,-13.998453,8.920720,22.182232,10.958164,1.768269,1,-1.505932
187.082564,12.680000,10.563282,14.438856,nan,11.242688,13.502425,14.438856,-10.972445,14.438856,21.479189,10.915907,0.254406,1,-2.116718
187.283475,12.820000,10.754672,14.453808,nan,11.032901,13.564800,14.453808,-8.693312,14.453809,23.321980,12.567307,4.607195,1,-2.065328
187.482136,13.030000,11.016346,14.471353,nan,8.823733,13.514072,14.471353,-4.746080,14.471354,22.488121,11.471775,3.606434,1,-2.013654
187.684513,13.280000,12.875647,14.713324,nan,3.159644,12.868093,14.713324,1.235521,14.713324,21.304508,8.428862,1.347952,1,-0.404353
187.880406,13.180000,12.598457,14.627612,nan,11.390797,11.661135,14.627612,0.521377,14.627612,23.070545,10.472088,1.152918,1,-0.581543
188.080541,13.020000,12.218817,14.548018,nan,17.018700,11.922719,15.750596,3.006447,15.750597,23.232401,11.013584,2.341623,1,-0.801184
188.282495,12.870000,12.962144,14.485404,nan,17.464182,11.601938,14.485404,3.512668,14.485403,23.388641,10.426497,1.741488,1,0.092144
188.481959,12.540000,13.286561,14.512207,nan,10.134232,11.873104,14.269362,-0.607111,14.269361,21.640234,8.353673,2.301195,1,0.746561
188.681902,12.560000,14.100295,14.501417,nan,9.819632,11.769482,14.501417,-2.501248,14.501417,21.872379,7.772084,0.294737,1,1.540295
188.881697,12.650000,14.088018,14.288131,nan,24.965551,11.222195,14.288131,-6.669998,14.288130,23.593966,9.505947,0.113886,1,1.438019
189.081572,12.730000,12.700830,14.080579,nan,-1.376073,12.766703,14.080579,-4.806594,14.080579,20.396751,7.695922,0.736723,1,-0.029170
189.281609,12.730000,13.926854,14.186991,nan,14.876102,11.686295,12.611940,-3.937625,12.611940,22.991465,9.064610,1.114283,1,1.196855
189.480738,13.290000,14.247949,14.213249,nan,30.367725,11.712408,12.062458,-5.376978,12.062458,26.584965,12.337016,2.193214,1,0.957949
189.695507,13.690000,14.373965,13.923553,nan,50.264549,11.150203,13.909763,-2.384677,13.909762,30.852627,16.478661,4.264212,1,0.683966
189.880506,14.060000,15.277917,14.160328,nan,45.034798,10.462925,14.160328,-3.124033,14.160327,30.684889,15.406972,4.039286,1,1.217916
190.083759,14.290000,14.420266,14.523616,nan,38.675240,9.274152,11.981348,-6.355669,11.981348,30.253462,15.833196,7.375410,1,0.130266
190.280749,14.410000,14.748751,14.642519,nan,40.571495,7.812871,9.970096,-11.681058,9.970096,30.990488,16.241737,5.660225,1,0.338751
190.483504,14.470000,14.641030,14.595556,nan,38.216465,8.463791,14.595556,-16.064240,14.595556,31.544798,16.903767,5.009565,1,0.171030
190.681629,14.500000,13.283806,14.631153,nan,41.234074,9.016665,7.673789,-17.393410,7.673789,32.065678,18.781872,3.056345,1,-1.216194
190.880665,14.460000,13.863134,14.698743,nan,35.176498,8.795969,14.698743,-14.356072,14.698743,30.921421,17.058287,4.118198,1,-0.596866
191.081586,14.270000,13.144266,14.846586,nan,27.055555,9.463753,13.136372,-4.275537,13.136371,30.616293,17.472027,5.171085,1,-1.125734
191.285732,14.300000,13.204127,14.931362,nan,11.465000,10.639163,14.931362,-4.933618,14.931363,28.383633,15.179505,7.812813,1,-1.095873
191.486153,14.510000,13.358244,14.947492,nan,20.189426,10.733644,11.635656,-8.279588,11.635656,29.827005,16.468761,5.792759,1,-1.151756
191.680419,14.680000,14.359862,15.023164,nan,15.260119,11.373534,15.023164,-7.377257,15.023165,29.706539,15.346677,6.745327,1,-0.320138
191.880713,14.790000,13.956210,15.190749,nan,12.321389,12.182248,15.190749,-5.944525,15.190748,29.540173,15.583962,6.470865,1,-0.833790
192.085638,14.930000,14.153632,15.346011,nan,18.526205,10.552140,15.346011,-8.961519,15.346011,29.546337,15.392705,5.574032,1,-0.776368
192.281592,15.060000,14.490609,15.567588,nan,20.168262,10.002265,15.567588,-8.961519,15.567587,30.731142,16.240532,4.762568,1,-0.569391
192.482571,15.210000,15.761530,15.568124,nan,12.882569,10.016329,15.568124,-8.961519,15.568125,29.915854,14.154324,6.206579,1,0.551530
192.681635,15.130000,15.656812,15.261162,nan,6.705109,10.009915,15.113744,-8.961519,15.113744,29.270018,13.613206,7.049330,1,0.526812
192.886619,15.000000,15.728537,15.765996,nan,23.061110,10.639528,15.765996,-8.961519,15.765996,29.893627,14.165091,4.130854,1,0.728537
193.083656,14.820000,16.942440,15.955618,nan,-6.062740,10.431131,15.955618,-8.961519,15.955618,27.603128,10.660688,8.395451,1,2.122440
193.282562,14.710000,16.787819,15.927200,nan,-9.514464,11.174850,15.927200,-0.425259,15.927200,27.765316,10.977497,7.334839,1,2.077819
193.481819,14.830000,17.115458,15.936579,nan,-33.195801,10.569542,15.936579,-0.034821,15.936579,24.148788,7.033331,2.455732,1,2.285458
193.684170,14.960000,16.051001,15.757867,nan,6.076776,10.476908,15.757867,-0.034821,15.757868,27.987257,11.936256,5.990820,1,1.091001
193.883668,15.030000,17.038160,15.853871,nan,11.299085,10.176310,15.853871,-1.422981,15.853871,28.702244,11.664083,4.983837,1,2.008161
194.084685,15.100000,16.499292,16.074417,nan,14.753207,10.919334,16.074417,-1.422981,16.074417,28.361639,11.862347,5.158943,1,1.399292
194.283499,15.220000,15.800800,15.951052,nan,8.335552,10.862388,15.951052,-2.850884,15.951052,27.791121,11.990320,5.819744,1,0.580800
194.481788,15.160000,16.502001,15.975664,nan,5.757940,11.256918,15.975664,-3.943108,15.975664,27.037189,10.535189,6.673212,1,1.342001
194.689126,14.990000,16.454311,15.461706,nan,7.688057,11.712719,15.582192,-1.717515,15.582193,27.154608,10.700296,6.511990,1,1.464312
194.880892,14.770000,16.031410,15.796307,nan,13.776319,11.898134,15.796307,3.491723,15.796308,27.570543,11.539133,4.244337,1,1.261410
195.084635,14.620000,15.682737,16.116785,nan,-2.599657,10.800373,16.116785,-0.240983,16.116785,25.941793,10.259056,7.959930,1,1.062737
195.281484,14.430000,15.411869,15.711940,nan,-1.003474,10.491984,15.493298,-0.546606,15.493299,25.690186,10.278316,7.632650,1,0.981869
195.485640,14.230000,14.826447,15.338284,nan,2.657406,11.723520,15.715101,1.578733,15.715101,25.760567,10.934120,7.225470,1,0.596447
195.688212,14.110000,14.344879,15.561563,nan,-29.938625,12.809497,15.516315,-0.113121,15.516315,23.511150,9.166271,0.000000,1,0.234879
195.881579,13.830000,14.645338,15.357101,nan,-18.952633,13.588369,15.357101,-1.172077,15.357101,24.684366,10.039028,0.000000,1,0.815338
196.080407,13.050000,14.291358,15.379147,nan,19.747492,14.885313,15.379147,1.250427,15.379148,24.819660,10.528302,3.491049,1,1.241358
196.286635,12.060000,14.023376,15.150692,nan,8.465251,15.736022,14.065050,-2.714104,14.065050,23.463371,9.439996,1.871496,1,1.963375
196.480712,10.750000,14.275630,14.999867,nan,-27.671261,16.303568,14.999867,-2.714104,14.999867,20.129522,5.853892,0.000000,1,3.525630
196.700870,9.310000,13.179498,14.835658,nan,-19.887188,17.237497,14.835658,0.197396,14.835658,20.140167,6.960670,0.000000,1,3.869497
196.891507,7.680000,11.795754,14.356085,nan,6.101772,18.865175,14.356085,-0.006851,14.356085,18.072748,6.276994,3.924549,1,4.115755
197.085475,6.060000,10.595102,13.960520,nan,1.599205,19.169104,13.318578,-1.604855,13.318578,14.889385,4.294283,6.084703,1,4.535102
197.282732,4.400000,9.425518,13.182971,nan,2.054390,18.884495,13.182971,-1.764450,13.182971,13.566039,4.140521,5.313273,1,5.025518
197.480680,2.870000,9.434828,12.232488,nan,1.729526,17.666004,12.719340,-0.179213,12.719340,11.973329,2.538501,4.417267,1,6.564828
197.772594,1.870000,9.365487,10.843806,nan,1.670840,16.455755,11.394458,0.398508,11.394458,11.338160,1.972672,3.571477,1,7.495487
197.881481,1.450000,9.333085,10.592570,nan,-11.625470,15.483740,10.592570,-0.715784,10.592570,9.281687,-0.051398,6.953951,1,7.883085
198.081584,1.150000,8.167640,9.749276,nan,-4.211405,14.630390,9.749276,-2.820455,9.749276,9.596568,1.428928,6.170000,1,7.017640
198.284180,0.870000,7.816703,8.804494,nan,-3.740577,13.481656,8.804494,-2.597992,8.804494,9.741002,1.924299,4.275961,1,6.946703
198.481629,0.500000,6.645078,8.261774,nan,-26.427069,12.377872,8.261774,-5.331288,8.261774,6.352904,-0.292174,1.850203,1,6.145078
198.734294,0.130000,6.396648,6.720641,nan,1.053172,12.475043,5.913406,-2.792713,5.913406,8.800551,2.403903,1.621327,1,6.266648
198.881486,0.060000,7.754836,6.364626,nan,-3.909849,11.020391,6.364626,-2.043986,6.364626,8.462639,0.707803,5.397161,1,7.694836
199.081606,0.490000,6.485440,5.760413,nan,7.161666,10.690493,4.127104,-4.083272,4.127104,9.515335,3.029895,4.013319,1,5.995440
199.282557,1.320000,7.043305,5.424902,nan,-30.660511,8.248820,4.446087,-2.447037,4.446087,4.987270,-2.056035,1.834377,1,5.723305
199.480648,2.330000,6.240562,5.088482,nan,1.482964,6.725288,5.195340,-0.782565,5.195340,10.216762,3.976199,6.290080,1,3.910563
199.682575,3.540000,7.545718,5.004076,nan,18.054060,4.907626,5.004076,-4.479434,5.004076,12.756851,5.211133,4.770691,1,4.005718
199.883513,5.060000,7.589664,5.035552,nan,9.597116,3.181774,5.035552,-3.952622,5.035552,14.090993,6.501329,4.198051,1,2.529664
200.080422,6.470000,8.027328,5.087756,nan,18.543938,1.441091,5.087756,-4.488363,5.087756,18.086735,10.059407,1.266132,1,1.557328
200.286647,7.960000,9.163625,5.379546,nan,-18.766911,0.126752,5.379546,-4.488363,5.379546,19.416868,10.253243,0.000000,1,1.203625
200.487370,8.720000,8.277560,5.468418,nan,17.474218,1.120167,5.468418,-4.488363,5.468418,19.956308,11.678748,1.189993,1,-0.442440
200.680606,8.030000,7.639272,5.976309,nan,10.956351,3.737355,5.976309,1.448813,5.976309,17.182781,9.543509,3.468159,1,-0.390728
200.880528,6.840000,6.853389,6.297541,nan,16.882998,7.597762,6.297541,2.724775,6.297541,17.525986,10.672596,0.791725,1,0.013389
201.085644,5.320000,5.481191,6.440003,nan,3.898229,10.764262,6.440003,5.695132,6.440003,14.376408,8.895216,3.871068,1,0.161191
201.282478,3.330000,3.486613,6.390291,nan,8.367588,13.899540,6.390291,1.893247,6.390291,13.551432,10.064819,0.493451,1,0.156613
201.487623,2.170000,3.564420,6.158679,nan,21.101612,13.688868,6.262470,1.442940,6.262470,12.746069,9.181648,0.071569,1,1.394420
201.688507,2.050000,4.121357,6.120230,nan,5.175161,10.845460,6.120230,0.791205,6.120230,11.699100,7.577743,1.819453,1,2.071357
201.881611,1.780000,4.501306,5.713993,nan,-17.801920,11.816827,5.713993,0.791205,5.713993,13.689565,9.188259,0.000000,1,2.721306
202.080710,1.290000,4.983827,5.415484,nan,-13.518250,11.725237,5.962071,1.366468,5.962071,7.716657,2.732830,6.222616,1,3.693827
202.286173,0.770000,4.214567,5.012661,nan,0.734971,12.257245,5.012661,1.183481,5.012661,9.667829,5.453261,2.136823,1,3.444567
202.484636,0.400000,4.481953,4.470335,nan,3.872191,11.686760,4.819530,1.183481,4.819530,9.956308,5.474355,1.251541,1,4.081953
202.681619,0.360000,4.024797,4.279030,nan,8.789607,11.203315,4.279030,0.878616,4.279030,9.650150,5.625353,1.671301,1,3.664797
202.882747,0.650000,4.337118,3.985222,nan,11.825846,8.889513,3.985222,0.878616,3.985222,10.492710,6.155592,0.362071,1,3.687118
203.095515,0.610000,5.069600,3.520790,nan,-1.572350,9.073803,3.520790,2.406402,3.520790,8.895911,3.826312,4.151631,1,4.459599
203.283477,0.810000,5.950129,3.252770,nan,16.148432,8.955682,3.252770,2.406402,3.252770,10.308394,4.358266,0.929456,1,5.140129
203.482500,0.940000,5.804381,3.105635,nan,-9.847927,8.884961,1.805344,-3.698847,1.805344,8.868779,3.064398,4.313059,1,4.864381
203.681617,0.950000,6.484593,2.904777,nan,-1.226205,8.295899,1.797253,-2.768808,1.797253,8.717776,2.233183,4.560561,1,5.534594
203.883657,1.080000,6.029833,2.728547,nan,1.961739,6.968749,2.728547,2.648030,2.728547,9.208117,3.178284,2.795441,1,4.949833
204.083511,1.190000,5.229762,2.609911,nan,-0.162331,6.285271,2.609911,3.209668,2.609911,9.986374,4.756612,1.998028,1,4.039762
204.281621,1.130000,6.919643,2.568115,nan,-24.624838,4.891741,2.568115,4.795352,2.568115,7.235755,0.316112,2.512479,1,5.789643
204.481972,0.870000,6.265117,2.583860,nan,-6.147534,3.941176,2.583860,8.367341,2.583860,8.464682,2.199565,3.870490,1,5.395117
204.682755,0.700000,6.021015,2.422317,nan,-4.454407,3.733834,2.422317,2.208147,2.422317,8.821736,2.800722,3.238378,1,5.321015
204.880835,0.510000,5.734590,2.098561,nan,-20.245949,3.568369,0.854805,-3.918779,0.854805,5.510644,-0.223946,1.210900,1,5.224590
205.085756,0.300000,4.670705,1.976429,nan,-37.529045,4.470906,1.976429,-5.665578,1.976429,2.590706,-2.079999,1.150135,1,4.370705
205.285769,0.290000,3.375354,1.995153,nan,-0.482027,5.278035,1.995153,-5.665578,1.995153,6.913922,3.538568,5.106483,1,3.085354
205.480717,0.300000,3.773653,1.833109,nan,12.594528,6.569669,1.833109,-5.665578,1.833109,8.191362,4.417709,3.358604,1,3.473653
205.680543,0.140000,2.538968,1.676408,nan,-32.269325,5.363422,1.676408,-6.523068,1.676408,2.326766,-0.212203,0.879106,1,2.398968
205.882561,0.180000,2.396532,1.700481,nan,-14.921134,4.461689,-0.986435,-6.717290,-0.986435,4.305064,1.908533,1.961643,1,2.216532
206.081606,0.150000,2.451905,1.742381,nan,-40.192745,3.255611,1.742381,-12.190328,1.742381,0.960052,-1.491853,1.242525,1,2.301905
206.281701,0.060000,2.131174,1.699862,nan,-33.186657,0.550771,-1.779520,-8.698453,-1.779520,1.386604,-0.744570,3.348372,1,2.071174
206.484521,0.120000,3.027436,1.623983,nan,-27.713221,-1.537570,-0.119642,-4.359062,-0.119642,1.572928,-1.454508,4.208378,1,2.907436
206.686657,0.780000,3.557953,1.540193,nan,-30.691504,-1.400175,1.540193,-2.380995,1.540193,1.142318,-2.415635,0.393756,1,2.777953
206.889507,1.500000,3.180428,1.323129,nan,0.793792,0.725088,1.323129,-2.380995,1.323129,5.941194,2.760766,0.197058,1,1.680428
207.081912,2.450000,2.803043,1.382694,nan,-6.656089,-0.160666,1.382694,-1.708358,1.382694,4.408339,1.605295,4.403938,1,0.353043
207.281637,3.600000,3.349269,1.644625,nan,4.063444,-0.370902,1.644625,-4.459217,1.644625,7.437744,4.088475,5.901882,1,-0.250731
207.482865,4.960000,3.980035,1.885613,nan,21.781935,-1.102128,1.885613,-0.309143,1.885613,11.849161,7.869126,4.221890,1,-0.979965
207.686752,6.200000,4.370479,2.611006,nan,28.480915,-2.358222,2.611006,-4.512510,2.611006,14.441729,10.071249,1.982959,1,-1.829521
207.882561,7.440000,4.621500,3.311887,nan,18.719360,-2.562690,3.311887,-2.987865,3.311887,14.703860,10.082360,3.596984,1,-2.818500
208.083753,8.670000,4.924112,3.840339,nan,26.513094,-3.084221,3.840339,-5.469260,3.840339,16.278913,11.354801,3.917158,1,-3.745888
208.280631,9.650000,5.850101,4.766179,nan,26.722366,-3.950537,1.515325,-8.127133,1.515325,17.544458,11.694357,3.779354,1,-3.799898
208.488518,10.500000,5.372051,5.473538,nan,30.466841,-1.975690,5.095782,-11.620475,5.095782,20.502825,15.130774,0.318508,1,-5.127949
208.681586,11.020000,5.944319,6.426754,nan,16.162367,-1.286346,6.426754,-9.093354,6.426754,18.862263,12.917944,2.837025,1,-5.075682
208.883513,11.580000,5.566567,6.645626,nan,-9.157734,-0.810895,6.645626,-2.145575,6.645626,20.911438,15.344871,0.000000,1,-6.013433
209.081881,12.390000,6.972189,7.275225,nan,0.570362,-1.610119,7.275225,-3.199965,7.275224,22.021387,15.049198,0.000000,1,-5.417811
209.282551,13.130000,7.363814,7.772421,nan,-9.155890,0.544242,7.772421,-4.181879,7.772421,22.604979,15.241165,0.000000,1,-5.766186
209.485637,13.940000,8.054700,8.201424,nan,-0.907681,1.063317,6.618443,-3.931225,6.618443,24.762007,16.707306,0.000000,1,-5.885300
209.687170,14.610000,8.246334,9.411614,nan,44.373016,0.950355,9.411614,-2.210330,9.411614,31.760189,23.513855,0.000000,1,-6.363666
209.882230,15.110000,9.247890,10.104550,nan,40.958141,0.867971,10.104550,-3.090909,10.104550,32.392052,23.144161,0.000000,1,-5.862109
210.081762,15.220000,9.564545,10.928466,nan,9.746560,2.076414,10.249720,-1.696866,10.249720,26.692118,17.127573,0.000000,1,-5.655456
210.281856,15.450000,10.173723,11.687773,nan,38.643345,2.467267,11.687773,-2.199482,11.687773,31.041075,20.867352,0.000000,1,-5.276277
210.481514,15.600000,10.761953,11.981318,nan,35.396385,3.066094,11.981318,-5.297076,11.981318,30.726562,19.964609,0.000000,1,-4.838047
210.687631,15.650000,10.797153,12.464988,nan,32.054379,6.248122,12.464988,-7.709280,12.464988,30.776560,19.979406,0.000000,1,-4.852846
210.881773,15.490000,11.224859,12.413848,nan,30.068222,7.752000,12.414077,-9.965576,12.414077,30.541588,19.316729,0.000000,1,-4.265141
211.084642,15.460000,12.331311,12.770490,nan,27.505026,10.140398,12.770490,-9.965576,12.770490,31.270117,18.938805,0.000000,1,-3.128689
211.282559,15.510000,12.709468,13.287089,nan,-1.088603,12.362433,13.287089,-9.965576,13.287089,24.952188,12.242721,0.000000,1,-2.800532
211.482579,15.760000,12.878011,13.296033,nan,-25.708481,13.630654,13.296033,-9.965576,13.296033,23.875006,10.996995,0.000000,1,-2.881989
211.683636,16.160000,12.893461,13.971831,nan,21.170366,12.728901,10.191980,-9.449628,10.191980,29.676571,16.783110,0.000000,1,-3.266539
