time_s,g5_pitch,ahrs_pitch,accel_pitch,error
195.281484,-6.040000,-0.329158,-14.309544,5.710842
195.485640,-6.040000,0.272467,-12.361328,6.312467
195.688212,-6.190000,0.598404,-17.851002,6.788404
195.881579,-6.310000,-0.261400,-14.467750,6.048600
196.080407,-6.340000,-0.309052,-12.873284,6.030948
196.286635,-6.400000,0.367329,-9.528931,6.767329
196.480712,-6.510000,-0.512759,-9.525229,5.997241
196.700870,-6.560000,-0.538216,-6.469984,6.021784
196.891507,-6.580000,-0.786033,-8.789260,5.793967
197.085475,-6.590000,-1.350473,-12.915012,5.239527
197.282732,-6.640000,-2.027086,-12.336161,4.612914
197.480680,-6.660000,-2.579441,-9.772943,4.080559
197.772594,-6.660000,-2.230353,-9.987084,4.429646
197.881481,-6.610000,-2.514731,-9.673530,4.095269
198.081584,-6.600000,-2.570947,-10.791619,4.029053
198.284180,-6.680000,-2.986683,-10.391886,3.693317
198.481629,-6.750000,-3.193483,-6.489060,3.556517
198.734294,-6.690000,-3.397377,-8.218748,3.292623
198.881486,-6.600000,-3.693937,-7.919761,2.906063
199.081606,-6.500000,-2.769055,-10.544258,3.730945
199.282557,-6.400000,-3.060153,-10.825499,3.339847
199.480648,-6.390000,-2.096937,-8.400607,4.293063
199.682575,-6.390000,-2.304482,-10.111383,4.085518
199.883513,-6.310000,-1.207159,-10.406178,5.102841
200.080422,-6.220000,-1.060811,-9.667548,5.159188
200.286647,-6.060000,-0.072244,-9.681565,5.987756
200.487370,-6.110000,-1.755443,-9.672086,4.354558
200.680606,-6.300000,-2.176770,-7.949492,4.123230
200.880528,-6.390000,-2.448820,-8.812662,3.941180
201.085644,-6.570000,-2.727643,-7.133619,3.842357
201.282478,-6.670000,-2.597369,-9.361499,4.072631
201.487623,-6.670000,-2.458997,-9.820784,4.211003
201.688507,-6.630000,-3.034516,-8.681490,3.595484
201.881611,-6.500000,-1.668936,-8.681967,4.831064
202.080710,-6.380000,-2.553690,-10.343718,3.826310
202.286173,-6.400000,-2.274613,-11.815041,4.125387
202.484636,-6.470000,-1.607137,-11.817709,4.862863
202.681619,-6.430000,-1.781326,-16.722450,4.648674
202.882747,-6.330000,-2.330406,-16.729935,3.999594
203.095515,-6.290000,-1.453938,-18.228022,4.836062
203.283477,-6.400000,-3.193452,-18.258942,3.206548
203.482500,-6.450000,-3.163669,-15.991121,3.286331
203.681617,-6.410000,-3.117278,-15.219431,3.292722
203.883657,-6.330000,-3.126633,-13.913261,3.203367
204.083511,-6.210000,-3.763965,-11.145696,2.446035
204.281621,-6.240000,-4.240254,-15.111037,1.999745
204.481972,-6.280000,-4.130464,-16.026138,2.149537
204.682755,-6.300000,-4.799039,-20.287121,1.500961
204.880835,-6.300000,-5.399242,-12.696428,0.900758
205.085756,-6.350000,-6.072499,-11.900353,0.277501
205.285769,-6.220000,-5.770884,-11.900353,0.449116
205.480717,-6.100000,-4.526883,-11.900353,1.573117
205.680543,-6.020000,-4.777380,-12.453133,1.242620
205.882561,-5.950000,-6.043552,-12.427128,-0.093553
206.081606,-5.870000,-6.663322,-13.995548,-0.793323
206.281701,-5.860000,-7.478897,-16.026237,-1.618896
206.484521,-5.920000,-7.718831,-17.110929,-1.798831
206.686657,-6.050000,-7.563870,-15.199878,-1.513870
206.889507,-6.180000,-5.853365,-15.188466,0.326635
207.081912,-6.220000,-5.293933,-13.036221,0.926066
207.281637,-6.070000,-5.185676,-10.064833,0.884324
207.482865,-6.100000,-4.918754,-12.462274,1.181246
207.686752,-6.060000,-3.627408,-11.908847,2.432592
207.882561,-5.950000,-3.746457,-10.515249,2.203543
208.083753,-5.850000,-2.977142,-13.953615,2.872858
208.280631,-5.730000,-3.460095,-13.461993,2.269905
208.488518,-5.760000,-2.788094,-13.446671,2.971907
208.681586,-5.910000,-3.786679,-14.154822,2.123321
208.883513,-5.960000,-3.721125,-12.910594,2.238875
209.081881,-6.010000,-3.547760,-11.728036,2.462240
209.282551,-6.150000,-3.027448,-10.298337,3.122552
209.485637,-6.210000,-2.447362,-6.562765,3.762638
209.687170,-6.100000,-1.447614,-7.437008,4.652386
209.882230,-6.060000,-2.269791,-10.199325,3.790209
210.081762,-5.990000,-3.038476,-14.156680,2.951524
210.281856,-6.080000,-3.602156,-9.891201,2.477844
210.481514,-6.230000,-3.020399,-8.577650,3.209601
210.687631,-6.190000,-1.795157,-4.752920,4.394843
210.881773,-6.240000,-2.660116,-4.218252,3.579884
211.084642,-6.460000,-3.591618,-4.218252,2.868382
211.282559,-6.770000,-4.124761,-4.218252,2.645239
211.482579,-6.990000,-3.676773,-4.218252,3.313227
211.683636,-7.040000,-2.849358,-14.438031,4.190642
211.885513,-7.020000,-1.586325,-12.160705,5.433675
212.095735,-7.190000,0.017099,-9.616601,7.207098
212.285516,-7.280000,0.383808,-13.092203,7.663808
212.482698,-7.200000,0.477657,-16.893934,7.677657
212.683635,-7.350000,0.542628,-15.904711,7.892628
212.902749,-7.390000,0.556996,-17.996679,7.946996
213.082002,-7.400000,0.918109,-16.860479,8.318109
213.283676,-7.500000,-0.377548,-18.131577,7.122452
213.485641,-7.490000,0.035448,-18.139545,7.525448
213.685697,-7.370000,-0.229836,-10.990136,7.140163
213.902973,-7.230000,-0.697498,-10.977889,6.532502
214.087208,-7.090000,-0.928354,-9.713213,6.161646
214.281615,-7.050000,-0.838653,-15.291551,6.211348
214.483629,-7.020000,-1.487936,-13.822729,5.532063
214.683705,-6.920000,-0.545713,-15.049075,6.374288
214.921884,-6.930000,-0.444483,-11.547180,6.485517
215.081848,-6.980000,-1.920987,-11.492114,5.059013
215.281628,-7.020000,-3.086153,-10.516047,3.933847
215.480697,-7.070000,-3.067436,-16.800219,4.002564
215.686639,-7.020000,-3.025077,-11.641269,3.994923
215.935905,-7.030000,-2.958731,-11.604980,4.071269
216.081610,-7.070000,-2.450004,-11.669193,4.619997
216.283481,-6.920000,-2.194894,-11.692526,4.725106
216.482051,-6.990000,-2.200073,-11.692526,4.789927
216.686631,-7.120000,-3.213468,-11.692526,3.906532
216.937240,-7.230000,-3.385270,-11.692526,3.844730
217.081581,-7.180000,-3.266088,-11.692526,3.913912
217.281882,-7.100000,-3.851885,-11.692526,3.248115
217.487229,-7.160000,-4.296594,-12.220443,2.863406
217.685649,-7.190000,-4.353403,-14.455894,2.836597
217.936895,-7.080000,-4.183568,-16.283564,2.896431
218.083703,-6.860000,-4.977991,-18.939081,1.882010
218.283778,-6.770000,-4.096917,-18.331745,2.673083
218.485632,-6.780000,-5.307985,-18.331745,1.472015
218.680727,-6.870000,-5.302221,-21.041876,1.567779
218.882575,-6.920000,-6.048297,-24.702522,0.871703
219.082560,-6.940000,-5.753743,-22.627287,1.186257
219.280795,-6.830000,-6.187363,-20.311930,0.642637
219.480557,-6.700000,-5.508916,-21.969105,1.191084
219.680546,-6.530000,-5.228286,-22.096653,1.301714
220.004976,-6.540000,-6.673810,-20.437223,-0.133810
220.089674,-6.720000,-7.559514,-19.150057,-0.839514
220.285698,-6.920000,-7.852037,-15.941433,-0.932037
220.483735,-7.100000,-8.294889,-10.569891,-1.194890
220.682503,-7.050000,-7.695614,-6.020746,-0.645614
220.883501,-6.860000,-7.126574,-6.060089,-0.266573
221.081610,-6.490000,-7.041145,-6.381588,-0.551146
221.281843,-6.300000,-6.829725,-3.306273,-0.529725
221.486650,-6.200000,-6.032616,-4.606215,0.167384
221.681715,-6.140000,-5.971379,-11.138798,0.168621
221.883464,-6.200000,-6.772069,-8.284907,-0.572069
222.093508,-6.280000,-6.219324,-11.737270,0.060677
222.286475,-6.320000,-6.925914,-10.750012,-0.605914
222.483722,-6.330000,-6.919836,-15.875863,-0.589836
222.689506,-6.200000,-7.880847,-9.043155,-1.680848
222.886480,-6.080000,-7.340470,-6.888008,-1.260470
223.083788,-6.100000,-8.785380,-4.039817,-2.685380
223.281595,-6.120000,-7.650140,-11.976964,-1.530140
223.485643,-6.010000,-7.177871,-10.098491,-1.167871
223.685184,-6.040000,-8.156884,-10.501699,-2.116884
223.885949,-6.160000,-8.601437,-9.680803,-2.441437
224.083526,-6.300000,-9.343540,-6.619832,-3.043540
224.282571,-6.360000,-9.653349,-6.944434,-3.293349
224.480653,-6.190000,-8.237441,-8.677529,-2.047441
224.683795,-6.080000,-7.541806,-11.769420,-1.461806
224.883470,-6.030000,-7.732538,-12.779841,-1.702538
225.084204,-6.040000,-8.745404,-12.767439,-2.705404
225.283458,-6.040000,-8.679365,-9.827525,-2.639365
225.482859,-6.050000,-8.238366,-11.844460,-2.188366
225.682080,-6.270000,-9.845797,-9.863356,-3.575797
225.880946,-6.390000,-9.154691,-11.990829,-2.764691
226.086209,-6.280000,-8.138792,-15.448228,-1.858792
226.283651,-6.090000,-7.137991,-18.074114,-1.047991
226.483849,-5.960000,-7.714432,-14.404314,-1.754432
226.681635,-5.870000,-7.958116,-16.909218,-2.088116
226.886656,-5.740000,-7.274298,-14.093629,-1.534298
227.081487,-5.750000,-7.709592,-11.580278,-1.959592
227.283756,-5.820000,-6.105088,-9.251801,-0.285088
227.484691,-5.730000,-6.506050,-12.450522,-0.776050
227.685723,-5.630000,-5.303854,-12.756095,0.326147
227.880872,-5.680000,-6.503559,-14.091001,-0.823559
228.086647,-5.850000,-6.540350,-10.730313,-0.690351
228.286652,-5.770000,-6.660819,-15.894872,-0.890819
228.483582,-5.760000,-6.618676,-12.539525,-0.858675
228.693631,-5.710000,-8.158253,-4.507698,-2.448253
228.886476,-5.600000,-6.779308,-3.243405,-1.179308
229.080876,-5.670000,-7.485575,-3.990650,-1.815575
229.282568,-5.830000,-7.545222,-6.668232,-1.715222
229.481605,-5.800000,-8.283171,-6.469046,-2.483171
229.685643,-5.660000,-6.792596,-3.863090,-1.132596
229.881835,-5.440000,-4.734956,-3.860819,0.705044
230.085769,-5.220000,-4.921530,-3.850566,0.298470
230.289949,-5.130000,-5.751187,-9.523836,-0.621187
230.486512,-5.030000,-4.897619,-8.447089,0.132381
230.682755,-4.800000,-4.574730,-6.433421,0.225270
230.882470,-4.680000,-4.331169,-9.198505,0.348831
231.083215,-4.630000,-4.436337,-2.955262,0.193664
231.282571,-4.590000,-4.275692,-6.784595,0.314309
231.483809,-4.690000,-4.532348,-9.715495,0.157652
231.682810,-4.890000,-4.434327,-8.631290,0.455673
231.886658,-4.870000,-4.108668,-13.381448,0.761332
232.088518,-4.890000,-3.631794,-14.313792,1.258206
232.285775,-5.020000,-3.687368,-15.205455,1.332632
232.483789,-5.150000,-4.651748,-15.205455,0.498252
232.693786,-5.120000,-4.821759,-23.101549,0.298241
232.892702,-5.020000,-4.920882,-21.681513,0.099118
233.090930,-4.920000,-4.200751,-18.044289,0.719249
233.282536,-5.190000,-2.690151,-13.929107,2.499849
233.486641,-5.300000,-2.590433,-13.929107,2.709567
233.681808,-5.430000,-3.689991,-13.929107,1.740009
233.881694,-5.610000,-4.466815,-10.643591,1.143185
234.101213,-5.680000,-4.459003,-10.832110,1.220996
234.290592,-5.890000,-4.600191,-10.832110,1.289809
234.485469,-6.300000,-5.158006,-8.116734,1.141994
234.683485,-6.560000,-4.281332,-8.116734,2.278667
234.887653,-6.610000,-4.707283,-8.116734,1.902718
235.118407,-6.520000,-4.839077,-5.833863,1.680923
235.282598,-6.600000,-4.147629,-4.290481,2.452371
235.483716,-6.610000,-4.258030,-5.599304,2.351970
235.681131,-6.580000,-3.834783,-6.693375,2.745217
235.885711,-6.480000,-2.949958,-4.011192,3.530042
236.126892,-6.520000,-2.536881,-3.873313,3.983119
236.282574,-6.700000,-2.212278,-3.025084,4.487721
236.486639,-6.750000,-0.056111,-3.624627,6.693889
236.682568,-6.720000,0.075992,-0.590511,6.795992
236.883474,-6.620000,0.182209,-3.126559,6.802209
237.131953,-6.500000,-0.186855,-3.487861,6.313145
237.286628,-6.330000,0.177934,-2.876895,6.507934
237.488515,-6.200000,-0.202629,-8.516623,5.997370
237.681564,-6.030000,0.020791,-11.861627,6.050791
237.883706,-5.810000,0.153292,-5.000353,5.963292
238.141276,-5.630000,0.607297,-5.000353,6.237297
238.281471,-5.540000,2.737930,-8.657368,8.277930
238.483507,-5.450000,3.327369,-8.548491,8.777369
238.682756,-5.410000,2.639221,-8.289116,8.049221
238.882578,-5.400000,2.188351,-7.669034,7.588351
239.141657,-5.290000,1.231184,-8.540810,6.521184
239.283451,-5.280000,1.811343,-9.585732,7.091343
239.481511,-5.270000,1.742344,-8.383635,7.012343
239.680783,-5.220000,1.262915,-8.366138,6.482915
239.881823,-5.120000,1.143598,-7.836635,6.263597
240.081482,-5.030000,0.974727,-8.129443,6.004727
240.281481,-4.900000,1.385643,-8.594074,6.285643
240.485506,-4.850000,1.747633,-11.877027,6.597633
240.681788,-4.730000,2.096110,-12.438487,6.826110
240.882550,-4.790000,2.729127,-11.487997,7.519127
241.083547,-4.910000,2.109920,-12.424512,7.019919
241.281790,-5.020000,1.956589,-12.487477,6.976589
241.485559,-5.060000,2.728255,-10.745652,7.788255
241.685516,-5.290000,3.143357,-12.179282,8.433357
241.882469,-5.260000,2.984859,-10.251962,8.244860
242.083485,-5.240000,2.415077,-8.985826,7.655077
242.281463,-5.300000,1.836485,-7.694398,7.136485
242.481521,-5.150000,2.919954,-8.467414,8.069954
242.682570,-5.070000,1.928351,-9.715902,6.998351
242.883680,-5.370000,2.272638,-11.136563,7.642638
243.081456,-5.750000,0.711231,-8.180001,6.461231
243.282197,-6.040000,0.243151,-7.963790,6.283152
243.486639,-6.120000,-0.934115,-4.109089,5.185885
243.685522,-6.360000,-0.269648,-3.542684,6.090353
243.883473,-6.620000,-2.417405,-6.496636,4.202595
244.082686,-7.020000,-2.059790,-4.954396,4.960210
244.281679,-7.290000,-3.344445,-4.869847,3.945555
244.484651,-7.580000,-4.266402,-3.132150,3.313598
244.682830,-7.890000,-4.725727,-4.185090,3.164273
244.882062,-8.320000,-4.504148,-6.359895,3.815852
245.082663,-8.360000,-4.097165,-11.263503,4.262835
245.282084,-8.300000,-4.129234,-9.270276,4.170766
245.482697,-8.510000,-4.812412,-9.264424,3.697588
245.686659,-8.520000,-5.157261,-9.264424,3.362739
245.883481,-8.340000,-5.043772,-8.277962,3.296228
246.082664,-8.350000,-5.555639,-8.541709,2.794361
246.281774,-8.460000,-6.319254,-7.386219,2.140746
246.481540,-8.290000,-6.236738,-7.386219,2.053262
246.682577,-8.080000,-6.398416,-9.697784,1.681584
246.881399,-7.970000,-6.626656,-6.039521,1.343344
247.082611,-7.870000,-6.593007,-8.176345,1.276993
247.281417,-7.740000,-5.991074,-8.162252,1.748926
247.485720,-7.740000,-6.479254,-13.592894,1.260746
247.691140,-7.780000,-6.553325,-14.643238,1.226676
247.883546,-7.660000,-6.715487,-9.526157,0.944512
248.083768,-7.340000,-6.022216,-11.102658,1.317784
248.284644,-7.030000,-7.293450,-11.846562,-0.263450
248.483457,-6.900000,-6.580771,-13.707645,0.319229
248.683549,-6.890000,-6.660890,-11.758643,0.229110
248.881648,-6.760000,-6.483187,-12.664885,0.276813
249.082579,-6.700000,-6.210104,-13.036803,0.489896
249.595840,-6.760000,-6.335492,-14.564192,0.424509
249.681665,-6.630000,-6.394805,-13.115387,0.235195
249.885633,-6.800000,-6.094370,-11.433845,0.705630
250.081852,-6.820000,-6.138110,-9.394127,0.681890
250.285663,-6.790000,-6.983971,-8.604766,-0.193971
250.481559,-6.770000,-8.120132,-11.297090,-1.350132
250.683475,-6.940000,-9.234323,-13.900424,-2.294322
250.883480,-7.170000,-8.940100,-11.212583,-1.770100
251.081401,-7.300000,-8.272556,-15.988570,-0.972556
251.285919,-7.540000,-8.499518,-15.097018,-0.959518
251.482510,-7.970000,-9.062006,-14.351171,-1.092006
251.688199,-8.440000,-9.044891,-13.551714,-0.604892
251.883475,-8.950000,-9.337236,-12.045596,-0.387237
252.081484,-9.590000,-9.301891,-12.045596,0.288109
252.300199,-9.940000,-9.099014,-12.045596,0.840985
252.484650,-10.360000,-10.711693,-12.045596,-0.351693
252.681854,-10.800000,-11.311245,-12.045596,-0.511245
252.882138,-11.360000,-10.850852,-12.045596,0.509148
253.082577,-11.600000,-11.147303,-15.096832,0.452698
253.301658,-11.800000,-11.846812,-16.954971,-0.046812
253.484652,-12.140000,-11.734760,-15.888398,0.405240
253.685590,-12.420000,-10.963154,-16.552525,1.456846
253.884481,-12.410000,-11.160493,-11.568278,1.249507
254.091657,-12.580000,-10.866531,-11.497164,1.713469
254.343006,-13.050000,-11.958210,-17.255983,1.091790
254.483472,-12.890000,-12.133883,-17.255983,0.756118
254.683563,-12.550000,-10.945575,-16.832130,1.604425
254.881654,-12.460000,-9.337132,-19.983624,3.122868
255.082102,-12.470000,-9.183104,-19.772348,3.286897
255.332911,-12.180000,-8.461421,-21.484562,3.718579
255.483482,-11.930000,-7.739003,-20.606619,4.190998
255.682595,-11.610000,-6.529920,-24.893587,5.080080
255.888507,-11.190000,-6.044585,-22.607840,5.145414
256.086645,-10.900000,-6.229600,-24.203741,4.670400
256.334229,-10.690000,-4.573911,-20.709549,6.116088
256.482563,-10.460000,-4.290491,-18.304529,6.169509
256.682595,-10.090000,-5.351362,-23.804783,4.738638
256.881384,-10.000000,-5.561442,-20.727581,4.438558
257.085648,-10.030000,-5.569331,-25.338892,4.460669
257.396600,-9.820000,-5.202484,-25.616829,4.617516
257.482684,-9.560000,-5.049253,-25.591076,4.510748
257.687694,-9.300000,-5.954072,-20.058741,3.345928
257.886705,-9.130000,-6.234055,-16.008177,2.895946
258.084502,-9.110000,-6.635965,-17.582609,2.474034
258.281397,-9.180000,-7.414413,-17.351383,1.765587
258.481444,-9.120000,-8.698448,-17.389462,0.421552
258.687029,-8.930000,-8.149308,-13.968734,0.780692
258.885654,-8.770000,-8.402390,-16.856970,0.367610
259.081821,-8.530000,-7.124584,-16.838020,1.405416
259.282119,-8.280000,-5.999148,-17.075182,2.280851
259.481485,-7.810000,-5.659932,-18.704569,2.150068
259.681494,-7.700000,-5.044980,-18.657026,2.655020
259.884501,-8.270000,-5.688291,-20.490046,2.581710
260.086507,-9.110000,-5.001113,-19.668013,4.108887
260.283492,-9.650000,-5.766560,-22.007015,3.883440
260.481519,-9.890000,-7.559510,-28.729027,2.330491
260.681469,-9.890000,-8.129933,-23.449249,1.760067
260.883488,-9.510000,-7.962016,-20.760910,1.547985
261.082094,-9.850000,-8.172923,-25.419611,1.677077
261.281682,-10.580000,-7.986944,-26.314356,2.593056
261.484504,-10.720000,-8.087672,-23.423607,2.632328
261.681402,-10.360000,-7.941144,-20.378017,2.418856
261.883519,-10.070000,-6.927504,-18.463331,3.142496
262.081406,-10.210000,-6.417853,-22.379955,3.792147
262.283663,-10.410000,-7.076270,-22.379955,3.333730
262.484754,-10.450000,-7.666005,-24.332905,2.783995
262.683538,-10.520000,-7.671725,-20.362534,2.848276
262.883478,-11.010000,-8.105785,-20.271824,2.904215
263.089765,-11.270000,-8.000367,-25.031944,3.269633
263.282773,-11.470000,-8.603419,-28.421740,2.866581
263.481459,-11.820000,-10.482419,-26.121252,1.337581
263.681439,-11.940000,-10.059901,-23.465633,1.880098
263.888649,-11.680000,-9.768636,-24.995491,1.911365
264.082405,-11.520000,-9.409063,-24.994940,2.110937
264.281746,-11.470000,-8.991096,-28.716394,2.478904
264.485754,-11.310000,-9.368728,-28.716394,1.941273
264.695509,-11.380000,-8.714478,-26.323668,2.665522
264.895507,-11.200000,-8.579018,-15.310672,2.620982
265.086474,-11.190000,-7.434330,-16.502981,3.755669
265.282754,-11.110000,-7.963789,-20.216156,3.146211
265.482065,-11.090000,-8.639606,-14.166949,2.450394
265.681502,-11.270000,-8.889924,-14.949146,2.380076
265.889635,-10.980000,-9.699173,-12.006582,1.280827
266.084636,-10.850000,-10.157589,-12.599758,0.692411
266.287490,-10.920000,-9.386074,-13.252056,1.533926
266.486644,-10.800000,-8.427453,-17.896662,2.372547
266.682615,-10.710000,-7.040027,-17.896662,3.669973
266.881392,-10.440000,-7.440346,-17.896662,2.999654
267.082147,-10.040000,-6.720317,-17.896662,3.319683
267.281395,-9.960000,-7.536894,-17.896662,2.423106
267.484651,-9.970000,-7.244606,-21.619576,2.725394
267.682150,-9.760000,-6.048252,-22.403687,3.711748
267.884768,-9.510000,-6.452940,-18.656738,3.057060
268.082746,-9.370000,-7.487483,-23.363768,1.882517
268.286496,-9.370000,-7.586572,-25.397455,1.783428
268.482980,-9.410000,-7.615226,-26.471933,1.794774
268.681388,-9.490000,-7.858373,-25.457159,1.631627
268.882217,-9.510000,-8.875564,-21.546412,0.634437
269.081393,-9.490000,-7.935367,-20.284321,1.554633
269.282559,-9.530000,-7.513337,-18.741947,2.016663
269.498740,-9.600000,-7.339303,-24.615713,2.260697
269.685498,-9.670000,-5.373746,-24.602648,4.296254
269.886493,-9.600000,-5.739361,-24.577868,3.860639
270.083482,-9.290000,-5.784601,-21.382446,3.505399
270.284484,-9.010000,-5.796746,-19.366562,3.213254
270.484497,-8.820000,-6.515166,-18.745314,2.304834
270.685637,-8.520000,-6.326065,-23.009981,2.193935
270.882318,-8.330000,-6.163205,-24.737955,2.166795
271.081405,-8.260000,-6.495920,-17.382128,1.764081
271.281389,-8.210000,-7.378311,-21.272724,0.831689
271.512322,-8.320000,-7.826427,-18.977594,0.493572
271.684786,-8.380000,-7.254288,-17.982428,1.125712
271.885520,-8.270000,-6.921929,-16.179188,1.348071
272.081498,-8.140000,-8.117188,-16.416870,0.022812
272.281384,-7.730000,-7.408409,-19.154827,0.321591
272.523999,-7.500000,-6.746128,-19.154827,0.753872
272.699524,-7.500000,-6.049114,-19.154827,1.450886
272.886817,-7.660000,-6.189530,-19.387003,1.470470
273.088705,-7.690000,-5.809187,-18.040731,1.880813
273.283572,-7.700000,-5.945533,-18.040731,1.754467
273.537489,-8.040000,-6.890361,-16.809868,1.149639
273.681384,-8.360000,-7.822960,-16.279093,0.537039
273.883560,-8.720000,-7.568480,-19.956009,1.151520
274.086659,-8.810000,-6.939184,-19.956009,1.870816
274.283488,-8.590000,-6.241069,-23.055277,2.348931
274.528527,-8.450000,-5.896581,-24.750349,2.553419
274.694512,-8.570000,-4.710836,-25.102201,3.859164
274.887540,-8.470000,-4.681640,-27.443380,3.788360
275.084470,-8.520000,-5.044338,-30.349358,3.475663
275.288760,-8.620000,-5.898580,-30.144737,2.721420
275.543983,-8.650000,-5.818818,-26.417110,2.831182
275.684653,-8.670000,-6.721221,-26.487820,1.948779
275.881388,-8.610000,-6.721153,-25.830336,1.888847
276.083655,-8.610000,-6.652413,-23.396460,1.957586
276.282293,-8.600000,-7.224983,-22.086191,1.375018
276.483544,-8.600000,-7.578087,-23.434156,1.021914
276.688641,-8.560000,-6.642898,-22.876858,1.917103
276.882228,-8.580000,-6.071791,-22.427544,2.508209
277.084785,-8.620000,-6.326335,-24.483147,2.293664
277.288449,-8.690000,-6.823982,-21.792124,1.866018
277.488519,-8.760000,-7.865392,-17.088499,0.894608
277.682115,-8.870000,-9.441165,-17.530893,-0.571165
277.881685,-8.900000,-8.857265,-16.642160,0.042735
278.086661,-9.120000,-7.829482,-15.243705,1.290518
278.282197,-9.210000,-7.434507,-15.542773,1.775493
278.482238,-8.960000,-6.726696,-14.461760,2.233304
278.685513,-8.720000,-5.739667,-17.484035,2.980333
278.881783,-8.620000,-6.471981,-21.699965,2.148019
279.081511,-8.500000,-6.802991,-18.767244,1.697009
279.281487,-8.300000,-6.914214,-18.827879,1.385787
279.484723,-8.330000,-6.570466,-17.067125,1.759534
279.688663,-8.740000,-6.139301,-18.363207,2.600699
279.881624,-9.000000,-5.620128,-17.722246,3.379872
280.081514,-9.130000,-6.860257,-20.048952,2.269743
280.283552,-9.410000,-7.129678,-18.747961,2.280322
280.499516,-9.770000,-7.412746,-16.863997,2.357255
280.690508,-9.990000,-7.242569,-19.252832,2.747431
280.885650,-10.060000,-7.510239,-22.505785,2.549762
281.083511,-10.020000,-7.917894,-21.681154,2.102106
281.281411,-10.020000,-8.067872,-17.844669,1.952128
281.482141,-10.250000,-8.256003,-17.075285,1.993997
281.698794,-10.270000,-8.486964,-13.879328,1.783036
281.884483,-10.210000,-8.700703,-17.285244,1.509297
282.083803,-10.370000,-7.143880,-18.970984,3.226120
282.281496,-10.480000,-5.640029,-19.617689,4.839971
282.487508,-10.450000,-5.918389,-19.501453,4.531611
282.681391,-10.550000,-6.609674,-19.317749,3.940326
282.886658,-10.440000,-8.641384,-18.600819,1.798615
283.082328,-10.330000,-8.423138,-14.564069,1.906862
283.281405,-10.260000,-8.899490,-14.577442,1.360510
283.481386,-10.250000,-8.575664,-14.577442,1.674336
283.687794,-10.360000,-7.368945,-14.577442,2.991055
283.890510,-10.290000,-7.638682,-14.577442,2.651318
284.086490,-10.230000,-7.214137,-14.577442,3.015862
284.283484,-10.260000,-6.818586,-14.577442,3.441414
284.482536,-10.120000,-5.757460,-14.577442,4.362540
284.681416,-10.040000,-6.699691,-14.577442,3.340309
284.884739,-10.030000,-8.012492,-14.577442,2.017508
285.082220,-10.080000,-9.174580,-30.184286,0.905420
285.283567,-10.240000,-9.204619,-21.468658,1.035380
285.482996,-10.340000,-9.493535,-16.595869,0.846465
285.683499,-10.600000,-10.034713,-12.753954,0.565288
285.881498,-10.700000,-10.412999,-16.086082,0.287001
286.095759,-10.600000,-10.259250,-16.086082,0.340751
286.286512,-10.600000,-11.251231,-16.086082,-0.651231
286.482894,-10.840000,-10.118190,-16.086082,0.721810
286.683516,-11.150000,-10.959736,-16.086082,0.190264
286.881389,-11.680000,-12.826842,-24.977875,-1.146842
287.085444,-12.270000,-14.810146,-19.954929,-2.540146
287.283506,-12.530000,-14.962619,-12.718701,-2.432619
287.482454,-12.220000,-14.438996,-16.141222,-2.218996
287.712897,-11.940000,-14.324915,-18.333055,-2.384915
287.886515,-11.650000,-14.400356,-18.252813,-2.750357
288.088621,-11.430000,-13.069530,-16.034761,-1.639529
288.287772,-11.120000,-12.925014,-15.088894,-1.805015
288.481793,-10.840000,-11.983992,-14.928340,-1.143991
288.697950,-10.720000,-12.346113,-17.742332,-1.626113
288.886647,-10.360000,-11.485046,-20.063225,-1.125047
289.081645,-10.370000,-13.080784,-20.913086,-2.710784
289.281402,-10.490000,-12.226532,-17.882812,-1.736532
289.484291,-10.360000,-11.958383,-18.501993,-1.598383
289.712755,-10.200000,-12.243610,-18.436895,-2.043611
289.883493,-10.100000,-12.913832,-18.951214,-2.813831
290.095529,-9.910000,-11.766251,-17.756500,-1.856251
290.287645,-9.850000,-11.205316,-20.269180,-1.355315
290.481518,-9.950000,-12.571521,-17.756012,-2.621521
290.884657,-10.330000,-12.491280,-18.482866,-2.161280
291.081247,-10.480000,-13.415195,-17.942108,-2.935196
291.282759,-10.450000,-12.950727,-20.773840,-2.500727
291.483490,-10.380000,-13.653931,-20.377394,-3.273931
291.683481,-10.270000,-13.601938,-20.093901,-3.331938
291.881394,-10.130000,-12.750676,-21.027971,-2.620676
292.085659,-10.000000,-13.339174,-20.533951,-3.339174
292.281634,-9.830000,-12.817122,-17.733213,-2.987123
292.481408,-9.880000,-13.497036,-17.364834,-3.617036
292.683655,-10.050000,-13.357314,-17.717356,-3.307314
292.881494,-10.100000,-12.283194,-15.697173,-2.183193
293.091656,-10.400000,-11.286264,-14.462349,-0.886265
293.290741,-10.690000,-12.356288,-15.903752,-1.666288
293.486783,-10.640000,-11.528195,-22.436663,-0.888195
293.682869,-10.600000,-10.389669,-10.968224,0.210331
293.881389,-10.560000,-11.186241,-6.443958,-0.626241
294.081490,-10.680000,-10.426851,-9.569945,0.253149
294.286640,-10.670000,-9.947005,-13.341717,0.722995
294.485652,-10.590000,-9.229327,-17.373951,1.360673
294.681387,-10.530000,-8.548944,-20.632856,1.981055
